,Okres
5100,Cheb
5101,Cheb
5102,Cheb
5103,Cheb
5104,Hlavní město Praha
5105,Hlavní město Praha
5106,Hlavní město Praha
5107,NA
5108,NA
5109,NA
5110,NA
5111,NA
5112,NA
5113,NA
5114,Třebíč
5115,Třebíč
5116,Rychnov nad Kněžnou
5117,Rychnov nad Kněžnou
5118,Rychnov nad Kněžnou
5119,Cheb
5120,Cheb
5121,Cheb
5122,Cheb
5123,Cheb
5124,Cheb
5125,Cheb
5126,Cheb
5127,Cheb
5128,Kutná Hora
5129,Kutná Hora
5130,Kutná Hora
5131,Kutná Hora
5132,Kutná Hora
5133,Kutná Hora
5134,Kutná Hora
5135,Kutná Hora
5136,Kutná Hora
5137,Kutná Hora
5138,Kutná Hora
5139,Kladno
5140,Kladno
5141,Kladno
5142,Kladno
5143,Chrudim
5144,Chrudim
5145,Chrudim
5146,NA
5147,NA
5148,NA
5149,NA
5150,NA
5151,NA
5152,NA
5153,NA
5154,NA
5155,NA
5156,Ostrava-město
5157,Ostrava-město
5158,Ostrava-město
5159,Ostrava-město
5160,Ostrava-město
5161,Plzeň-město
5162,Plzeň-město
5163,Plzeň-město
5164,Plzeň-město
5165,Plzeň-město
5166,Blansko
5167,Blansko
5168,Blansko
5169,Blansko
5170,Blansko
5171,Blansko
5172,Blansko
5173,Blansko
5174,České Budějovice
5175,České Budějovice
5176,Hlavní město Praha
5177,Hlavní město Praha
5178,Hlavní město Praha
5179,Hlavní město Praha
5180,Tábor
5181,Tábor
5182,Tábor
5183,Tábor
5184,Tábor
5185,Tábor
5186,Tábor
5187,Tábor
5188,Tábor
5189,Tábor
5190,Tábor
5191,Tábor
5192,Tábor
5193,Tábor
5194,Tábor
5195,Tábor
5196,Tábor
5197,Tábor
5198,Tábor
5199,Tábor
5200,Tábor
5201,Tábor
5202,Chrudim
5203,Chrudim
5204,Chrudim
5205,Hradec Králové
5206,Hradec Králové
5207,Hlavní město Praha
5208,Hlavní město Praha
5209,Hlavní město Praha
5210,Hlavní město Praha
5211,Hlavní město Praha
5212,Hlavní město Praha
5213,Hlavní město Praha
5214,Hlavní město Praha
5215,Hlavní město Praha
5216,"Chrudim
  Kladno"
5217,"Chrudim
  Kladno"
5218,"Chrudim
  Kladno"
5219,"Chrudim
  Kladno"
5220,"Chrudim
  Kladno"
5221,Hlavní město Praha
5222,"České Budějovice
         Rokycany"
5223,Brno-město
5224,Brno-město
5225,Brno-město
5226,Mělník
5227,Mělník
5228,Hlavní město Praha
5229,Hlavní město Praha
5230,Hlavní město Praha
5231,Hlavní město Praha
5232,Hlavní město Praha
5233,Hlavní město Praha
5234,Hlavní město Praha
5235,Hlavní město Praha
5236,Hlavní město Praha
5237,"Plzeň-jih
 Pelhřimov"
5238,Kladno
5239,Jičín
5240,Hlavní město Praha
5241,NA
5242,Ústí nad Orlicí
5243,NA
5244,Hlavní město Praha
5245,NA
5246,Pardubice
5247,Chomutov
5248,"Jičín
 Mladá Boleslav"
5249,Chrudim
5250,Chrudim
5251,Chrudim
5252,Cheb
5253,Pelhřimov
5254,NA
5255,NA
5256,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
5257,NA
5258,Ústí nad Orlicí
5259,NA
5260,Třebíč
5261,Třebíč
5262,České Budějovice
5263,NA
5264,Znojmo
5265,Chomutov
5266,Pardubice
5267,Pardubice
5268,Pardubice
5269,Pardubice
5270,Pardubice
5271,Pardubice
5272,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
5273,Brno-město
5274,NA
5275,NA
5276,Karviná
5277,NA
5278,NA
5279,Hradec Králové
5280,Karlovy Vary
5281,Karlovy Vary
5282,Karlovy Vary
5283,Hlavní město Praha
5284,Pelhřimov
5285,NA
5286,"Teplice
 Břeclav"
5287,Žďár nad Sázavou
5288,"Přerov
 Chrudim"
5289,Frýdek-Místek
5290,Frýdek-Místek
5291,Frýdek-Místek
5292,Frýdek-Místek
5293,"Blansko
 Benešov"
5294,Třebíč
5295,Cheb
5296,Cheb
5297,NA
5298,Ostrava-město
5299,Tábor
5300,Tábor
5301,Hlavní město Praha
5302,NA
5303,NA
5304,Hlavní město Praha
5305,NA
5306,Ústí nad Orlicí
5307,Chrudim
5308,Chrudim
5309,Frýdek-Místek
5310,"Plzeň-jih
 Pelhřimov"
5311,"Plzeň-jih
 Pelhřimov"
5312,"Plzeň-jih
 Pelhřimov"
5313,"Plzeň-jih
 Pelhřimov"
5314,"Plzeň-jih
 Pelhřimov"
5315,Kladno
5316,Hlavní město Praha
5317,NA
5318,NA
5319,Teplice
5320,Pelhřimov
5321,Pelhřimov
5322,Pelhřimov
5323,Pelhřimov
5324,Pelhřimov
5325,Kutná Hora
5326,Jihlava
5327,Jičín
5328,Jičín
5329,Hlavní město Praha
5330,Brno-město
5331,NA
5332,NA
5333,"Domažlice
    České Budějovice
              Mělník
         Brno-venkov
             Sokolov
              Třebíč
       Český Krumlov
    Žďár nad Sázavou
 Rychnov nad Kněžnou
             Liberec
        Praha-východ
           Plzeň-jih
               Louny
          Strakonice"
5334,"Domažlice
    České Budějovice
              Mělník
         Brno-venkov
             Sokolov
              Třebíč
       Český Krumlov
    Žďár nad Sázavou
 Rychnov nad Kněžnou
             Liberec
        Praha-východ
           Plzeň-jih
               Louny
          Strakonice"
5335,"Domažlice
    České Budějovice
              Mělník
         Brno-venkov
             Sokolov
              Třebíč
       Český Krumlov
    Žďár nad Sázavou
 Rychnov nad Kněžnou
             Liberec
        Praha-východ
           Plzeň-jih
               Louny
          Strakonice"
5336,Ústí nad Orlicí
5337,Znojmo
5338,Znojmo
5339,Znojmo
5340,Znojmo
5341,Znojmo
5342,Znojmo
5343,Znojmo
5344,Znojmo
5345,Znojmo
5346,Znojmo
5347,Znojmo
5348,Znojmo
5349,Znojmo
5350,Znojmo
5351,Znojmo
5352,Plzeň-město
5353,Plzeň-město
5354,Plzeň-město
5355,NA
5356,Hradec Králové
5357,Plzeň-město
5358,NA
5359,Plzeň-město
5360,Plzeň-město
5361,Plzeň-město
5362,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
5363,Brno-venkov
5364,NA
5365,Mladá Boleslav
5366,České Budějovice
5367,České Budějovice
5368,České Budějovice
5369,České Budějovice
5370,České Budějovice
5371,České Budějovice
5372,Chomutov
5373,Praha-východ
5374,"Chrudim
 Hodonín
 Blansko"
5375,Cheb
5376,Cheb
5377,Hlavní město Praha
5378,Hlavní město Praha
5379,Hlavní město Praha
5380,Hlavní město Praha
5381,Hlavní město Praha
5382,Hlavní město Praha
5383,Hlavní město Praha
5384,Hlavní město Praha
5385,NA
5386,NA
5387,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
5388,Náchod
5389,Most
5390,Most
5391,NA
5392,NA
5393,NA
5394,NA
5395,Kladno
5396,Ústí nad Orlicí
5397,Semily
5398,Semily
5399,Semily
5400,NA
5401,Most
5402,Most
5403,Hlavní město Praha
5404,Hlavní město Praha
5405,NA
5406,NA
5407,NA
5408,NA
5409,NA
5410,Plzeň-město
5411,Plzeň-město
5412,Plzeň-město
5413,Plzeň-město
5414,Brno-město
5415,Brno-město
5416,Brno-město
5417,Brno-město
5418,Brno-město
5419,Brno-město
5420,Brno-město
5421,NA
5422,NA
5423,NA
5424,NA
5425,Třebíč
5426,Litoměřice
5427,Jičín
5428,NA
5429,NA
5430,NA
5431,"Brno-venkov
      Beroun"
5432,"Brno-venkov
      Beroun"
5433,"Brno-venkov
      Beroun"
5434,NA
5435,České Budějovice
5436,České Budějovice
5437,Znojmo
5438,Znojmo
5439,Znojmo
5440,Znojmo
5441,"Brno-venkov
 Praha-východ"
5442,České Budějovice
5443,Pardubice
5444,Pardubice
5445,Frýdek-Místek
5446,Frýdek-Místek
5447,Frýdek-Místek
5448,Frýdek-Místek
5449,NA
5450,Sokolov
5451,Sokolov
5452,"Blansko
 Benešov"
5453,"Blansko
 Benešov"
5454,"Blansko
 Benešov"
5455,Hlavní město Praha
5456,Hlavní město Praha
5457,Hlavní město Praha
5458,Hlavní město Praha
5459,Hlavní město Praha
5460,Hlavní město Praha
5461,Hlavní město Praha
5462,Hlavní město Praha
5463,Jičín
5464,Kladno
5465,"České Budějovice
      Brno-venkov"
5466,"České Budějovice
      Brno-venkov"
5467,"České Budějovice
      Brno-venkov"
5468,"České Budějovice
      Brno-venkov"
5469,Brno-město
5470,Brno-město
5471,Brno-město
5472,NA
5473,Náchod
5474,Náchod
5475,Náchod
5476,Náchod
5477,Náchod
5478,NA
5479,Strakonice
5480,Strakonice
5481,Strakonice
5482,Svitavy
5483,Svitavy
5484,Sokolov
5485,Karlovy Vary
5486,Karlovy Vary
5487,NA
5488,NA
5489,Karviná
5490,Karviná
5491,Ústí nad Orlicí
5492,Ústí nad Orlicí
5493,NA
5494,NA
5495,Frýdek-Místek
5496,Frýdek-Místek
5497,Hradec Králové
5498,České Budějovice
5499,České Budějovice
5500,České Budějovice
5501,NA
5502,NA
5503,NA
5504,NA
5505,NA
5506,NA
5507,NA
5508,NA
5509,Karlovy Vary
5510,Hlavní město Praha
5511,"Hodonín
 Praha-západ
     Blansko"
5512,Liberec
5513,"Jindřichův Hradec
        Česká Lípa"
5514,"Jindřichův Hradec
        Česká Lípa"
5515,"Jindřichův Hradec
        Česká Lípa"
5516,Pelhřimov
5517,Brno-město
5518,Brno-město
5519,NA
5520,NA
5521,NA
5522,Hlavní město Praha
5523,Hlavní město Praha
5524,Plzeň-město
5525,Hlavní město Praha
5526,NA
5527,NA
5528,NA
5529,NA
5530,"Domažlice
 Jindřichův Hradec"
5531,"Teplice
 Břeclav"
5532,Žďár nad Sázavou
5533,Žďár nad Sázavou
5534,Louny
5535,Louny
5536,Zlín
5537,Rakovník
5538,Frýdek-Místek
5539,Hlavní město Praha
5540,Most
5541,Náchod
5542,Žďár nad Sázavou
5543,Žďár nad Sázavou
5544,"Blansko
 Benešov"
5545,"Blansko
 Benešov"
5546,"Blansko
 Benešov"
5547,"Blansko
 Benešov"
5548,"Blansko
 Benešov"
5549,"Blansko
 Benešov"
5550,"Blansko
 Benešov"
5551,"Blansko
 Benešov"
5552,Cheb
5553,Cheb
5554,Třebíč
5555,Rychnov nad Kněžnou
5556,Chrudim
5557,NA
5558,Karlovy Vary
5559,Plzeň-město
5560,"Svitavy
          Bruntál
    Frýdek-Místek
          Šumperk
 Uherské Hradiště"
5561,Hlavní město Praha
5562,Hlavní město Praha
5563,České Budějovice
5564,Tábor
5565,Tábor
5566,Tábor
5567,Tábor
5568,Tábor
5569,Tábor
5570,Tábor
5571,Hlavní město Praha
5572,Hlavní město Praha
5573,"Chrudim
  Kladno"
5574,Brno-město
5575,Mělník
5576,Mělník
5577,Mělník
5578,Hlavní město Praha
5579,Hlavní město Praha
5580,Hlavní město Praha
5581,Chrudim
5582,Chrudim
5583,Chrudim
5584,Chrudim
5585,Chrudim
5586,Chrudim
5587,Chrudim
5588,Chrudim
5589,Chrudim
5590,NA
5591,NA
5592,Opava
5593,Ústí nad Orlicí
5594,Ústí nad Orlicí
5595,Frýdek-Místek
5596,Frýdek-Místek
5597,"Plzeň-jih
 Pelhřimov"
5598,"Plzeň-jih
 Pelhřimov"
5599,"Plzeň-jih
 Pelhřimov"
5600,"Plzeň-jih
 Pelhřimov"
5601,NA
5602,NA
5603,NA
5604,Kladno
5605,NA
5606,Teplice
5607,Pelhřimov
5608,Kutná Hora
5609,Pelhřimov
5610,Kutná Hora
5611,Kutná Hora
5612,"Jičín
 Mladá Boleslav"
5613,Pelhřimov
5614,Ústí nad Orlicí
5615,Plzeň-město
5616,Hradec Králové
5617,Hradec Králové
5618,Hradec Králové
5619,Hradec Králové
5620,Hradec Králové
5621,Hradec Králové
5622,Nymburk
5623,Nymburk
5624,Nymburk
5625,Nymburk
5626,NA
5627,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
5628,Mladá Boleslav
5629,České Budějovice
5630,Chrudim
5631,Cheb
5632,Hlavní město Praha
5633,Hlavní město Praha
5634,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
5635,Most
5636,NA
5637,Hlavní město Praha
5638,NA
5639,NA
5640,NA
5641,Brno-město
5642,Brno-město
5643,Brno-město
5644,Brno-město
5645,Znojmo
5646,NA
5647,NA
5648,NA
5649,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
5650,Karviná
5651,Písek
5652,Brno-město
5653,Brno-město
5654,Náchod
5655,Náchod
5656,NA
5657,NA
5658,Karviná
5659,Plzeň-jih
5660,Hradec Králové
5661,Hradec Králové
5662,NA
5663,NA
5664,Karlovy Vary
5665,Karlovy Vary
5666,Liberec
5667,"Jindřichův Hradec
        Česká Lípa"
5668,Hlavní město Praha
5669,NA
5670,NA
5671,České Budějovice
5672,Hlavní město Praha
5673,Plzeň-město
5674,Plzeň-město
5675,Plzeň-město
5676,Mladá Boleslav
5677,NA
5678,Louny
5679,Louny
5680,Zlín
5681,Zlín
5682,Zlín
5683,Rakovník
5684,Rakovník
5685,Rakovník
5686,"Přerov
 Chrudim"
5687,Frýdek-Místek
5688,Hlavní město Praha
5689,Hlavní město Praha
5690,Most
5691,Most
5692,NA
5693,NA
5694,NA
5695,NA
5696,NA
5697,Žďár nad Sázavou
5698,Žďár nad Sázavou
5699,"Blansko
 Benešov"
5700,"Blansko
 Benešov"
5701,"Blansko
 Benešov"
5702,NA
5703,Cheb
5704,Cheb
5705,Hlavní město Praha
5706,Hlavní město Praha
5707,Třebíč
5708,Třebíč
5709,Třebíč
5710,Cheb
5711,Cheb
5712,Cheb
5713,Cheb
5714,Cheb
5715,Cheb
5716,Chrudim
5717,NA
5718,Plzeň-město
5719,Plzeň-město
5720,Plzeň-město
5721,Plzeň-město
5722,Blansko
5723,Blansko
5724,České Budějovice
5725,České Budějovice
5726,Hlavní město Praha
5727,Tábor
5728,Tábor
5729,Tábor
5730,Tábor
5731,Tábor
5732,Tábor
5733,Tábor
5734,Tábor
5735,Tábor
5736,Tábor
5737,Tábor
5738,Tábor
5739,Tábor
5740,Tábor
5741,Tábor
5742,Tábor
5743,Chrudim
5744,Hlavní město Praha
5745,"Chrudim
  Kladno"
5746,"Chrudim
  Kladno"
5747,"Chrudim
  Kladno"
5748,"Chrudim
  Kladno"
5749,"Chrudim
  Kladno"
5750,"České Budějovice
         Rokycany"
5751,Brno-město
5752,Brno-město
5753,Brno-město
5754,Most
5755,Mělník
5756,NA
5757,Chrudim
5758,Chrudim
5759,"Plzeň-jih
 Pelhřimov"
5760,NA
5761,Kladno
5762,Kladno
5763,Hlavní město Praha
5764,NA
5765,NA
5766,Pelhřimov
5767,Jičín
5768,Ústí nad Orlicí
5769,Plzeň-město
5770,Plzeň-město
5771,Plzeň-město
5772,Plzeň-město
5773,Plzeň-město
5774,NA
5775,NA
5776,NA
5777,NA
5778,Nymburk
5779,Nymburk
5780,Plzeň-město
5781,Svitavy
5782,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
5783,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
5784,Pardubice
5785,"Chrudim
 Hodonín
 Blansko"
5786,NA
5787,Mladá Boleslav
5788,Hradec Králové
5789,Hradec Králové
5790,Hradec Králové
5791,Cheb
5792,Cheb
5793,Cheb
5794,Chomutov
5795,Chomutov
5796,Chomutov
5797,Chomutov
5798,Chomutov
5799,Chomutov
5800,"Jičín
 Mladá Boleslav"
5801,"Chrudim
 Hodonín
 Blansko"
5802,Chrudim
5803,Chrudim
5804,Chrudim
5805,Chrudim
5806,Hlavní město Praha
5807,Hlavní město Praha
5808,Hlavní město Praha
5809,Hlavní město Praha
5810,Hlavní město Praha
5811,Hlavní město Praha
5812,Hlavní město Praha
5813,NA
5814,NA
5815,NA
5816,NA
5817,NA
5818,NA
5819,NA
5820,NA
5821,NA
5822,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
5823,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
5824,Náchod
5825,Náchod
5826,Náchod
5827,Náchod
5828,Náchod
5829,Most
5830,Most
5831,Most
5832,NA
5833,NA
5834,NA
5835,NA
5836,NA
5837,NA
5838,NA
5839,"Kladno
   Pardubice
 Plzeň-sever
     Olomouc
      Náchod
     Klatovy"
5840,Kladno
5841,Ústí nad Orlicí
5842,Ústí nad Orlicí
5843,Semily
5844,NA
5845,NA
5846,Most
5847,Chomutov
5848,NA
5849,NA
5850,NA
5851,NA
5852,NA
5853,NA
5854,NA
5855,NA
5856,Plzeň-město
5857,NA
5858,Plzeň-město
5859,Brno-město
5860,NA
5861,NA
5862,Nový Jičín
5863,Nový Jičín
5864,Třebíč
5865,NA
5866,NA
5867,NA
5868,České Budějovice
5869,Chomutov
5870,České Budějovice
5871,České Budějovice
5872,České Budějovice
5873,České Budějovice
5874,Hlavní město Praha
5875,Hlavní město Praha
5876,Hlavní město Praha
5877,Hlavní město Praha
5878,Hlavní město Praha
5879,Sokolov
5880,"Blansko
 Benešov"
5881,"Blansko
 Benešov"
5882,Karviná
5883,Hlavní město Praha
5884,Hlavní město Praha
5885,Hlavní město Praha
5886,Hlavní město Praha
5887,Hlavní město Praha
5888,Jičín
5889,Kladno
5890,Brno-město
5891,Brno-město
5892,Brno-město
5893,Brno-město
5894,Brno-město
5895,Brno-město
5896,Brno-město
5897,Brno-město
5898,Brno-město
5899,NA
5900,NA
5901,NA
5902,NA
5903,NA
5904,Náchod
5905,Náchod
5906,Náchod
5907,Náchod
5908,Náchod
5909,NA
5910,Strakonice
5911,NA
5912,NA
5913,Kladno
5914,Karlovy Vary
5915,NA
5916,NA
5917,NA
5918,NA
5919,Karviná
5920,Karviná
5921,Karviná
5922,Svitavy
5923,Svitavy
5924,Ústí nad Orlicí
5925,Ústí nad Orlicí
5926,Ústí nad Orlicí
5927,Znojmo
5928,Ostrava-město
5929,NA
5930,NA
5931,NA
5932,České Budějovice
5933,NA
5934,NA
5935,NA
5936,NA
5937,NA
5938,NA
5939,NA
5940,Karlovy Vary
5941,Karlovy Vary
5942,Karlovy Vary
5943,Karlovy Vary
5944,Karlovy Vary
5945,Karlovy Vary
5946,Hlavní město Praha
5947,Hlavní město Praha
5948,Hlavní město Praha
5949,Hlavní město Praha
5950,Hlavní město Praha
5951,Brno-město
5952,NA
5953,NA
5954,České Budějovice
5955,Hlavní město Praha
5956,Plzeň-město
5957,Plzeň-město
5958,Plzeň-město
5959,Plzeň-město
5960,Hlavní město Praha
5961,NA
5962,Žďár nad Sázavou
5963,Žďár nad Sázavou
5964,Žďár nad Sázavou
5965,Žďár nad Sázavou
5966,Louny
5967,Louny
5968,Louny
5969,Zlín
5970,"Přerov
 Chrudim"
5971,Frýdek-Místek
5972,Frýdek-Místek
5973,Frýdek-Místek
5974,Hlavní město Praha
5975,Hlavní město Praha
5976,Hlavní město Praha
5977,Hlavní město Praha
5978,"Rychnov nad Kněžnou
          Strakonice"
5979,"Rychnov nad Kněžnou
          Strakonice"
5980,Most
5981,Most
5982,Most
5983,Most
5984,Most
5985,Most
5986,Náchod
5987,NA
5988,Plzeň-město
5989,Plzeň-město
5990,Plzeň-město
5991,"Blansko
 Benešov"
5992,"Blansko
 Benešov"
5993,"Blansko
 Benešov"
5994,"Blansko
 Benešov"
5995,"Blansko
 Benešov"
5996,Hlavní město Praha
5997,Hlavní město Praha
5998,Hlavní město Praha
5999,Brno-město
