,Name,Year,Price,Mileage,Engine,Gearbox,Body,Location
5615,"Toyota Avensis, 1.6i 97kW Digi Klima",2009,184 000 Kč,130 575 km,"Benzín, 97 kW",Manuální,kombi,Královéhradecký
5616,"BMW Řada 3, 318Ci 105 kW Cabrio",2003,129 000 Kč,144 127 km,"Benzín, 105 kW",Manuální,kabriolet,Královéhradecký
5617,"Hyundai i10, 1.0i 51kW BlueDrive KLIMA",2011,87 000 Kč,121 321 km,"Benzín, 51 kW",Manuální,hatchback,Královéhradecký
5618,"Subaru Forester, 2,0d AWD 108KW 4x4 TOPSTAV GAR",2009,149 900 Kč,176 294 km,"Nafta, 108 kW",Manuální,kombi,Středočeský
5619,"Ford Transit, 2,0TDCI 6 MÍST 62KW REGÁLY K",2005,19 990 Kč,189 922 km,"Nafta, 62 kW",Manuální,kombi,Středočeský
5620,"Chrysler 300C, 2,7 V6 142KW AUTOMAT SERVIS EU",2010,165 000 Kč,118 591 km,"Benzín, 142 kW",Automatická,sedan,Středočeský
5621,"Land Rover Discovery, 2,7TDV6 SE AUT 140KW NOVÉ ROZ",2009,289 000 Kč,221 145 km,"Nafta, 140 kW",Automatická,kombi,Středočeský
5622,"Hyundai ix35, 2.0 CRDi, 4x4, 2x Alu",2012,259 900 Kč,154 297 km,"Nafta, 100 kW",Manuální,SUV,Ústecký
5623,"Suzuki Swift, 1.4 16V",2009,119 000 Kč,119 200 km,"Benzín, 68 kW",Manuální,hatchback,Pardubický
5624,"Ford Maverick, 2.3 LTX 4WD,2xALUKŮŽE,VÝHŘ",2004,99 999 Kč,241 357 km,"Benzín, 110 kW",Manuální,terénní,Středočeský
5625,"Volvo V40, D3 110kW,Cr.Country,Xenon,Navi",2013,377 999 Kč,113 569 km,"Nafta, 110 kW",Manuální,hatchback,Jihočeský
5626,"Ostatní Ostatní, 1.4 Turbo 99 kW",2015,315 000 Kč,76 208 km,"Benzín, 99 kW",Manuální,hatchback,Pardubický
5627,"Škoda Rapid, 1.6 TDI Ambition",2014,185 000 Kč,141 399 km,"Nafta, 77 kW",Manuální,hatchback,Karlovarský
5628,"Volkswagen Passat CC, 2.0 TDI DSG ČR",2011,269 999 Kč,197 719 km,"Nafta, 103 kW",Automatická,sedan,Praha
5629,"Peugeot 407, SW 2.0 HDI NAVI XENON ČR",2010,139 999 Kč,155 990 km,"Nafta, 125 kW",Manuální,kombi,Praha
5630,"Škoda Fabia, 1.4 CLASSIC eko  uhrazen",1999,24 900 Kč,191 154 km,"Benzín, 50 kW",Manuální,hatchback,Pardubický
5631,"Volkswagen Caddy, 2.0TDI 4MOTION MAXI 7 MÍST",2013,299 000 Kč,249 749 km,"Nafta, 81 kW",Manuální,kombi,Ústecký
5632,"Hyundai i20, 1.2",2012,99 900 Kč,146 700 km,"Benzín, 57 kW",Manuální,hatchback,Vysočina
5633,"Mercedes-Benz Třída A, A 1,6i TOP STAV",2012,254 900 Kč,227 980 km,"Benzín, 90 kW",Manuální,hatchback,Praha
5634,"Peugeot 206, 1,9D NOVÁ STK",2002,21 900 Kč,331 003 km,"Nafta, 51 kW",Manuální,hatchback,Ústecký
5635,"Mercedes-Benz Třída C, C 220 CDI AMG Avantgarde",2010,199 000 Kč,230 000 km,"Nafta, 125 kW",Automatická,kombi,Středočeský
5636,"Mercedes-Benz CLS, CLS 350 CDI 4Matic  BE",2015,599 000 Kč,173 000 km,"Nafta, 195 kW",Automatická,sedan,Středočeský
5637,"Audi A3, 2.0 TDi 125kW Sline",2007,109 999 Kč,206 652 km,"Nafta, 125 kW",Manuální,hatchback,Jihomoravský
5638,"BMW Řada 3, 320+120kw BEZ KOROZE",2000,97 000 Kč,196 258 km,"Nafta, 120 kW",,kombi,Jihomoravský
5639,"Ford Focus, CDTi+Bez koroze",2006,59 999 Kč,160 123 km,"Nafta, 66 kW",Manuální,kombi,Jihomoravský
5640,"Chevrolet Orlando, 2.0 7.Míst TOP",2013,154 999 Kč,201 123 km,"Nafta, 96 kW",Manuální,MPV,Jihomoravský
5641,"Jaguar XJ, 12",1984,129 000 Kč,1 km,"Benzín, 211 kW",Automatická,limuzína,Jihomoravský
5642,"Mercedes-Benz SLK, 280 3,0 170KW Aut. Navi Vyhř.",2006,289 999 Kč,181 768 km,"Benzín, 170 kW",Automatická,kabriolet,Pardubický
5643,"Dacia Ostatní, 1,6 SCe Stepway 7 míst Navi",2018,299 999 Kč,86 123 km,"Benzín, 75 kW",Manuální,kombi,Pardubický
5644,"Volkswagen Golf, 1.4i  KLIMA BEZ KOROZE",2004,64 900 Kč,180 649 km,"Benzín, 55 kW",Manuální,hatchback,Středočeský
5645,"MINI Cooper, S 1.6i 2.Maj Kůže Xenon Manu",2008,178 000 Kč,128 345 km,"Benzín, 128 kW",Manuální,hatchback,Středočeský
5646,"Škoda Fabia, Ambiente",2008,99 000 Kč,104 100 km,"Benzín, 51 kW",Manuální,hatchback,Moravskoslezský
5647,"Mazda MX-5, 1,5i 97kW navigace 800km",,399 000 Kč,812 km,"Benzín, 97 kW",Manuální,kabriolet,Jihočeský
5648,"Opel Zafira, 1.8i 16V Cosmo 7 míst + LPG",2007,119 900 Kč,177 006 km,"Benzín, 103 kW",Manuální,MPV,Jihomoravský
5649,"Jeep Compass, 2.0 Mjet 4x4 Limited",2017,519 900 Kč,141 574 km,"Nafta, 103 kW",Automatická,SUV,Jihomoravský
5650,"Subaru Levorg, 1.6iT-125KW-AUT-4x4-NAVI-XENON",2016,429 000 Kč,65 700 km,"Benzín, 125 kW",Automatická,kombi,Královéhradecký
5651,"Renault Megane, 1.9DCi-96KW-1.MAJITEL-NEHAVARO",2012,158 800 Kč,86 100 km,"Nafta, 96 kW",Manuální,kombi,Královéhradecký
5652,"Volkswagen Tiguan, 2.0 TDi 103KW",2009,219 000 Kč,195 500 km,"Nafta, 103 kW",Manuální,MPV,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
5653,"Renault Megane, 1,5Dci",2004,27 000 Kč,314 000 km,"Nafta, 60 kW",,hatchback,NEJNIŽŠÍ MOŽNÉ SPLÁTKY NA ÚVĚRY!!!
5654,"Volkswagen Golf, 2.0 147kW GTI, kůže.",2005,159 000 Kč,266 719 km,"Benzín, 147 kW",Manuální,hatchback,Moravskoslezský
5655,"Ford Ostatní, 1,0i92KW , 1.Majitel",2015,258 000 Kč,48 000 km,"Benzín, 92 kW",Manuální,hatchback,Plzeňský
5656,"Chevrolet Silverado, Z71, 5.3L V8,ODPOČET DPH",2018,899 000 Kč,37 000 km,"Benzín, 265 kW",Automatická,pick up,Královéhradecký
5657,"Audi A6, 3.0 biTDI quattro tip. competi",2015,659 000 Kč,224 000 km,"Nafta, 240 kW",Automatická,kombi,Královéhradecký
5658,"Škoda Fabia, 1.4  16V Classic Family",2011,129 000 Kč,161 677 km,"Benzín, 63 kW",Manuální,hatchback,Středočeský
5659,"Škoda Octavia, combi 2.0 TDi Ambition",2014,285 000 Kč,160 914 km,"Nafta, 110 kW",Manuální,kombi,Středočeský
5660,"Mercedes-Benz Vito, 2,2 CDi 110KW 8míst",2008,237 000 Kč,282 603 km,"Nafta, 110 kW",Manuální,kombi,Karlovarský
5661,"Opel Insignia, 4x4 2.0 T Cosmo",2009,218 000 Kč,107 014 km,"Benzín, 162 kW",Automatická,hatchback,Karlovarský
5662,"Volkswagen Golf, 1.4TSI bi-xenon, autoklima",2010,159 900 Kč,199 900 km,"Benzín, 90 kW",Manuální,hatchback,Liberecký
5663,"Renault Thalia, 1.2 16V  ČR 2.majitel",2011,49 900 Kč,259 685 km,"Benzín, 55 kW",Manuální,sedan,Liberecký
5664,"Jaguar X-Type, 3.0i 4x4",2005,99 000 Kč,112 000 km,"Benzín, 169 kW",Manuální,kombi,Praha
5665,"Volkswagen Caddy, 2,0 SDI51 Kw",2004,114 800 Kč,268 672 km,"Nafta, 51 kW",Manuální,MPV,Jihočeský
5666,"Audi A4, 2,0 TDI Avant",2009,189 000 Kč,220 608 km,"Nafta, 88 kW",Manuální,kombi,Jihočeský
5667,"Fiat Panda, 1,3 JTD 4x4 Cross SX",2008,109 900 Kč,148 500 km,"Nafta, 51 kW",Manuální,hatchback,Jihočeský
5668,"Hyundai ix55, 3.0CRDi 176kW ČR/7-MÍST/4x4",2012,219 000 Kč,342 161 km,"Nafta, 176 kW",Automatická,SUV,Praha
5669,"Opel Corsa, 1.0i 44kW",2004,55 000 Kč,126 637 km,"Benzín, 44 kW",Automatická,hatchback,Plzeňský
5670,"Renault Megane, 1.5DCi 78kW STK11/23,klima",2012,149 000 Kč,154 618 km,"Nafta, 78 kW",Manuální,kombi,Plzeňský
5671,"Dacia Sandero, STEPWAY 0.9TCe 1.maj,ČR",2016,259 800 Kč,66 064 km,"Benzín, 66 kW",Automatická,hatchback,Plzeňský
5672,"Škoda Octavia, 1.6MPi GARANCE KM",2006,116 600 Kč,189 358 km,"Benzín, 75 kW",Manuální,liftback,Středočeský
5673,"Honda Civic, 1,0 Turbo 93 kW Elegance",2021,539 900 Kč,7 km,"Benzín, 93 kW",Manuální,hatchback,Ústecký
5674,"BMW Řada 5, 520i 110kW",1997,75 000 Kč,139 000 km,"Benzín, 110 kW",Manuální,sedan,Ústecký
5675,"Toyota Yaris, 1.5 HYBRID",2012,222 000 Kč,64 000 km,"Hybrid, 55 kW",Automatická,hatchback,Ústecký
5676,"Fiat Scudo, 2.0 JTD-M/LONG/DPH/1Maj",2011,184 900 Kč,168 213 km,"Nafta, 88 kW",Manuální,pick up,Zlínský
5677,"Ford C-Max, 1.6 TDCi/ESP/Dig.Klima/1Maj",2014,209 900 Kč,119 937 km,"Nafta, 85 kW",Manuální,MPV,Zlínský
5678,"Renault Megane, 1.5DCi 81kW/Tempomat/1Maj/Serv",2010,119 900 Kč,146 128 km,"Nafta, 81 kW",Manuální,kombi,Zlínský
5679,"Ford S-Max, TITANIUM 2.0 TDci 120 kw",2015,288 000 Kč,217 796 km,"Nafta, 120 kW",Automatická,mpV,Středočeský
5680,"Renault Clio, Kombi 1.2 74 KW",2009,89 000 Kč,111 593 km,"Benzín, 74 kW",,kombi,Středočeský
5681,"Dacia Sandero, 1.4. Mpi 53 KW",2010,79 000 Kč,128 117 km,"Benzín, 55 kW",Manuální,hatchback,Středočeský
5682,"Volkswagen Polo, 1.4 TDi 51kw",2007,59 999 Kč,304 177 km,"Nafta, 51 kW",Manuální,hatchback,Pardubický
5683,"Audi A8, 4.2 FSi Quattro 273 KW",2011,539 000 Kč,152 916 km,"Benzín, 273 kW",Automatická,sedan,Moravskoslezský
5684,"Suzuki SX4, 1,5i SERV.KNIHA+2xKLÍČ",2007,94 900 Kč,142 001 km,"Benzín, 73 kW",Manuální,hatchback,Praha
5685,"Mazda 5, 2,0TDi ČR  2xkola7míst",2007,59 900 Kč,267 001 km,"Nafta, 105 kW",Manuální,MPV,Praha
5686,"MINI Countryman, 2.0D 110kw JCW Navigacece DPH",2017,439 000 Kč,153 273 km,"Nafta, 110 kW",Manuální,hatchback,Ústecký
5687,"Volkswagen Golf, 1.6TDi 77kW Servisní knížka",2014,219 000 Kč,141 056 km,"Nafta, 77 kW",Manuální,kombi,Ústecký
5688,"Škoda Octavia, kombi 1.2 TSI",2011,170 000 Kč,164 179 km,"Benzín, 77 kW",Manuální,kombi,Liberecký
5689,"Škoda Octavia, 1.6 i",1999,53 000 Kč,154 433 km,"Benzín, 74 kW",Manuální,sedan,Liberecký
5690,"Ford Fiesta, 1.4 i",2005,49 000 Kč,183 078 km,"Benzín, 59 kW",Manuální,hatchback,Liberecký
5691,"Hyundai Galloper, 2.5 TDI",1998,84 000 Kč,225 844 km,"Nafta, 73 kW",Manuální,hatchback,Liberecký
5692,"Škoda Yeti, 1.2 TSI",2012,198 000 Kč,159 223 km,"Benzín, 77 kW",Manuální,kombi,Liberecký
5693,"Škoda Fabia, 1.4 MPI 44KW Comfort,nová STK",2001,59 000 Kč,195 773 km,"Benzín, 44 kW",Manuální,hatchback,Vysočina
5694,"Škoda Superb, 2.5 TDi 120KW ELEGANCE",2007,75 000 Kč,195 321 km,"Nafta, 120 kW",,limuzína,Vysočina
5695,"Mercedes-Benz SL, 500, V8, facelift,",2008,569 990 Kč,80 000 km,"Benzín, 285 kW",Automatická,kabriolet,Středočeský
5696,"Porsche 911, 997 Carrera , 99000km  DPH",2006,949 990 Kč,99 000 km,"Benzín, 239 kW",Automatická,kupé,Středočeský
5697,"Ferrari 360, Spider F1, 400PS",2001,1 649 990 Kč,60 000 km,"Benzín, 294 kW",Automatická,kabriolet,Středočeský
5698,"Peugeot 207, CC  1,6  CONCORDE",2008,116 000 Kč,94 000 km,"Benzín, 88 kW",Manuální,kabriolet,Královéhradecký
5699,"Volkswagen Tiguan, 1.4TSi SPORT",2010,239 000 Kč,116 799 km,"Benzín, 110 kW",Manuální,SUV,Karlovarský
5700,"Audi A6, 2.8 FSI V6 140kW manual,quattr",2009,179 000 Kč,233 544 km,"Benzín, 140 kW",Manuální,sedan,Karlovarský
5701,"Plymouth Prowler, 3.5 V6 Roadster Chrom paket",2000,999 000 Kč,67 000 km,"Benzín, 189 kW",Automatická,kabriolet,Praha
5702,"Škoda Octavia, 2.0 TDI 110kW Ambition",2018,369 000 Kč,55 000 km,"Nafta, 110 kW",Manuální,liftback,Praha
5703,"Ford Fusion, 1.4 TDCi Trend",2008,55 000 Kč,191 000 km,"Nafta, 50 kW",,MPV,Vysočina
5704,"Peugeot 208, 1.6 e-HDi GT",2012,149 000 Kč,132 000 km,"Nafta, 68 kW",Manuální,hatchback,Vysočina
5705,"Škoda Superb, 2.0 TDI 110kW Style",2016,559 000 Kč,135 000 km,"Nafta, 110 kW",Automatická,kombi,Vysočina
5706,"Hyundai i40, 1.7CRDi 104kW Experience",2017,379 900 Kč,30 412 km,"Nafta, 104 kW",Manuální,kombi,Karlovarský
5707,"Peugeot Partner, 1.6HDI Tepee Active 2012",2012,149 900 Kč,190 824 km,"Nafta, 84 kW",Manuální,kombi,Karlovarský
5708,"Audi A6, 2.0TDI 140kW S-tronic Matrix D",2017,569 900 Kč,172 165 km,"Nafta, 140 kW",Automatická,kombi,Karlovarský
5709,"Volkswagen Ostatní, 1.0i 44kW Move up",2013,94 000 Kč,163 266 km,"Benzín, 44 kW",Manuální,hatchback,Karlovarský
5710,"Renault Clio, 1.2i 43kW Servo",2001,14 000 Kč,230 800 km,"Benzín, 43 kW",Manuální,hatchback,Karlovarský
5711,"Volkswagen Eos, 2.0TDI Panorama Navi",2006,124 000 Kč,232 100 km,"Nafta, 103 kW",Manuální,kabriolet,Karlovarský
5712,"Renault Modus, 1.2i Cite Klimatizace",2009,99 000 Kč,74 476 km,"Benzín, 55 kW",Manuální,hatchback,
5713,"Renault Megane, 1.4",2004,45 000 Kč,153 073 km,"Benzín, 72 kW",Manuální,hatchback,Liberecký
5714,"Volkswagen Touran, 1.4 TSi 103kW Freestyle/NAVI",2010,164 000 Kč,179 415 km,"Benzín, 103 kW",Manuální,MPV,Plzeňský
5715,"Volkswagen Ostatní, 1.0 MPi 44kW KLIMA / NAVI",2012,90 000 Kč,96 251 km,"Benzín, 44 kW",Manuální,hatchback,Plzeňský
5716,"Porsche Panamera, 4S PDK 4.8 V8 294kW / BOSE",2012,819 000 Kč,148 350 km,"Benzín, 294 kW",Automatická,limuzína,Plzeňský
5717,"Audi A6, 3.0 TDi Quattro VZDUCH/TAŽNÉ",2017,579 000 Kč,135 900 km,"Nafta, 160 kW",Automatická,kombi,Plzeňský
5718,"Volkswagen Passat CC, 2.0 TDi-Serviska",2008,185 000 Kč,194 727 km,"Nafta, 103 kW",Manuální,limuzína,Jihomoravský
5719,"Volkswagen Golf, IV 1.9 TDi",2002,57 000 Kč,208 154 km,"Nafta, 66 kW",Manuální,hatchback,Jihomoravský
5720,"Suzuki Jimny, 1.3i VX 4WD, 62 kW, Klima, 4X4",2007,149 999 Kč,191 153 km,"Benzín, 62 kW",Manuální,SUV,Jihočeský
5721,"Opel Corsa, 1.0i 43 kW, Klima",2002,32 000 Kč,185 360 km,"Benzín, 43 kW",Manuální,hatchback,Jihočeský
5722,"Volkswagen Beetle, 1,9TDi 74kW,Cabrio",2006,79 000 Kč,146 100 km,"Nafta, 74 kW",Manuální,kabriolet,Praha
5723,"Volkswagen Ostatní, 1.0 MPI 44 kW KLIMA Záruka a�",2017,234 000 Kč,127 321 km,"Benzín, 44 kW",Manuální,hatchback,Jihočeský
5724,"Volkswagen Golf, 1.2 TSI 63 KW ZÁRUKA AŽ 4 RO",2013,238 000 Kč,146 659 km,"Benzín, 63 kW",Manuální,hatchback,Jihočeský
5725,"Volkswagen Tiguan, 2.0 TDI 103 KW TAŽNÉ ZÁRUKA",2014,378 000 Kč,109 971 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
5726,"Volkswagen Caddy, 1.6 TDI 75 kW KLIMA Záruka a�",2012,268 000 Kč,149 318 km,"Nafta, 75 kW",Manuální,MPV,Jihočeský
5727,"Volkswagen Tiguan, 2.0 TDI 103 KW 4x4 Bi-XEN PANO",2014,448 000 Kč,102 569 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
5728,"Volkswagen Golf Plus, 1.6 TDI 77 KW TEMPOMAT ZÁRUKA",2011,194 000 Kč,119 356 km,"Nafta, 77 kW",Manuální,hatchback,Jihočeský
5729,"Volkswagen Golf Plus, 1.6 TDI 77 kW MATCH Záruka a�",2012,208 000 Kč,107 502 km,"Nafta, 77 kW",Manuální,hatchback,Jihočeský
5730,"Volkswagen Jetta, 2.0 TDi 103 KW Highline Záruk",2012,248 000 Kč,136 087 km,"Nafta, 103 kW",Manuální,sedan,Jihočeský
5731,"Volkswagen Tiguan, 2.0 TDi 4x4 Sport DSG Navi Zá",2015,458 000 Kč,123 034 km,"Nafta, 103 kW",Automatická,SUV,Jihočeský
5732,"Volkswagen Touran, 1.6 TDi 77kW 7/MÍST Záruka",2013,248 000 Kč,172 302 km,"Nafta, 77 kW",Manuální,MPV,Jihočeský
5733,"Volkswagen Tiguan, 2.0 TDI 103 kW SPORT Záruka a",2012,328 000 Kč,151 548 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
5734,"Volkswagen Tiguan, 2.0 TDi 103kW Panorama  Záruk",2011,268 000 Kč,175 161 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
5735,"Škoda Yeti, 2.0 TDi 103 KW Panorama Záruk",2012,238 000 Kč,142 618 km,"Nafta, 103 kW",Manuální,SUV,Jihočeský
5736,"Volkswagen Touran, 1.6 TDI 77 kW 7 Míst Záruka",2012,268 000 Kč,130 203 km,"Nafta, 77 kW",Manuální,MPV,Jihočeský
5737,"Volkswagen Golf, 2.0 TDI DSG 110 kW Záruka až",2019,368 000 Kč,167 805 km,"Nafta, 110 kW",Automatická,kombi,Jihočeský
5738,"Volkswagen Golf Plus, 1.6 TDi 77 KW Záruka až na 4",2011,158 000 Kč,163 083 km,"Nafta, 77 kW",Manuální,hatchback,Jihočeský
5739,"Citroen C6, 2.7 V6 HDi Exclusive Bixenon",2006,249 900 Kč,147 361 km,"Nafta, 150 kW",Automatická,limuzína,Pardubický
5740,"Volkswagen Touran, 1.6TDi,7 míst",2011,129 900 Kč,399 000 km,"Nafta, 66 kW",Manuální,MPV,Praha
5741,"Škoda Octavia, 1.9 TDI 77KW KLIMA",2007,69 000 Kč,389 000 km,"Nafta, 77 kW",Manuální,kombi,Středočeský
5742,"Ford Transit Custom, 2.2 TDCI DLOUHÁ VERZE  DPH",2014,374 000 Kč,239 000 km,"Nafta, 74 kW",Manuální,kombi,Středočeský
5743,"Ford Transit Custom, 2.2 TDCI LONG VERZE DPH",2014,369 000 Kč,247 000 km,"Nafta, 74 kW",Manuální,kombi,Středočeský
5744,"Volkswagen Transporter, T5 2.5 TDI 96 KW",2005,199 000 Kč,166 000 km,"Nafta, 96 kW",Manuální,kombi,Středočeský
5745,"Škoda Octavia, 1.9 TDI AMBIENTE 77KW",2008,89 000 Kč,266 000 km,"Nafta, 77 kW",Manuální,sedan,Středočeský
5746,"Citroen C3, 1,4i Pluriel",2003,4 000 Kč,152 000 km,"Benzín, 54 kW",,kabriolet,Jihočeský
5747,"Nissan Murano, 3.5 i 4x4 kamera navigace DVD",2009,209 000 Kč,211 640 km,"Benzín, 188 kW",Automatická,SUV,Jihomoravský
5748,"Audi Q5, 2.0 HYBRID S-Line Quattro",2011,389 000 Kč,197 680 km,"Hybrid, 155 kW",Automatická,SUV,Jihomoravský
5749,"Škoda Superb, 1.8 T servisní historie",2003,69 900 Kč,314 761 km,"Benzín, 110 kW",Manuální,sedan,Jihomoravský
5750,"Volkswagen Caddy, 1,6 Tdi 75kw DSG EDITION",2011,254 999 Kč,169 900 km,"Nafta, 75 kW",Automatická,VAN,Ústecký
5751,"Škoda Octavia, 2.0 TFSI RS",2006,129 000 Kč,224 000 km,"Benzín, 147 kW",Manuální,hatchback,Středočeský
5752,"Mercedes-Benz Viano, 2.0 CDi Extralong",2007,229 000 Kč,421 000 km,"Nafta, 85 kW",Manuální,VAN,Pardubický
5753,"Škoda Rapid, 1.2 TSI 66kW Spaceback",2016,249 999 Kč,53 979 km,"Benzín, 66 kW",Manuální,hatchback,Pardubický
5754,"Škoda Octavia, 1.6 85kW Elegance Combi",2006,120 000 Kč,161 376 km,"Benzín, 85 kW",Manuální,kombi,Pardubický
5755,"Škoda Superb, 1.6 TDI 88kW Ambition Combi",2016,319 900 Kč,247 430 km,"Nafta, 88 kW",Manuální,kombi,Vysočina
5756,"Volvo V40, 1.6i KOMBI,KLIMA,",1999,19 900 Kč,227 825 km,"Benzín, 80 kW",Manuální,kombi,Plzeňský
5757,"Hyundai i20, 1.25i,55kW,1majČR,tov.záruka",2018,259 900 Kč,13 000 km,"Benzín, 55 kW",Manuální,hatchback,Středočeský
5758,"Opel Astra, 1.4Turbo,103kW,Enjoy,NovéČR,",2014,199 900 Kč,74 000 km,"Benzín, 103 kW",Manuální,sedan,Středočeský
5759,"Audi A4, 2.0 TDi 110 kW,  pěkná",2014,289 990 Kč,165 000 km,"Nafta, 110 kW",Automatická,kombi,Praha
5760,"Škoda Octavia, II. 2.0 FSI Elegance Combi",2005,69 990 Kč,253 681 km,"Benzín, 110 kW",Manuální,kombi,Liberecký
5761,"Audi A6, 2.0 T FSI",2010,238 000 Kč,152 000 km,"Benzín, 125 kW",Manuální,sedan,Jihomoravský
5762,"Volkswagen Passat, 1.4 TSI Navi,serviska",2011,229 990 Kč,127 200 km,"Benzín, 90 kW",Manuální,limuzína,Vysočina
5763,"Renault Clio, 1.2 16 V KLIMA",2006,59 800 Kč,141 020 km,"Benzín, 55 kW",Manuální,hatchback,Královéhradecký
5764,"Daihatsu Sirion, 1.0i 51kW -1.MAJITEL-KLIMA",2012,113 900 Kč,70 397 km,"Benzín, 51 kW",Manuální,hatchback,Pardubický
5765,"Škoda Fabia, 1.2 TSi Servisní kniha,Výhř",2011,135 950 Kč,170 753 km,"Benzín, 63 kW",Manuální,kombi,Plzeňský
5766,"Hyundai Accent, 1.5CRDi Klima,Původ ČR,S.kni",2009,79 800 Kč,154 555 km,"Nafta, 81 kW",Manuální,sedan,Plzeňský
5767,"Audi A3, 1.6i Servisní kniha,Climatron",2003,84 990 Kč,208 864 km,"Benzín, 75 kW",Manuální,hatchback,Plzeňský
5768,"Volkswagen Ostatní, 1.6TDi Highline DPH, ČR",2016,319 800 Kč,139 227 km,"Nafta, 81 kW",Manuální,MPV,Plzeňský
5769,"Škoda Octavia, 1.9 TDi DSG,Původ ČR,S.kniha",2005,99 950 Kč,223 288 km,"Nafta, 77 kW",Automatická,kombi,Plzeňský
5770,"Seat Ibiza, 37 kW",1999,22 000 Kč,155 700 km,"Benzín, 37 kW",,hatchback,Jihomoravský
5771,"BMW X5, 3.0d",2005,129 000 Kč,245 700 km,"Nafta, 160 kW",Automatická,SUV,Jihomoravský
5772,"Porsche Panamera, 3.0 V6 184kw diesel 1.majitel",2012,912 500 Kč,73 125 km,"Nafta, 184 kW",Automatická,hatchback,Moravskoslezský
5773,"Volkswagen Ostatní, 1.2 TSi 81 kw",2016,298 500 Kč,95 852 km,"Benzín, 81 kW",Manuální,MPV,Moravskoslezský
5774,"Citroen C3, 1,4HDI 50KW ALU AC SERVIS TOP",2015,149 900 Kč,159 093 km,"Nafta, 50 kW",Manuální,hatchback,Středočeský
5775,"Volkswagen Caravelle, 1,9TDI LONG 75KW 2xKLIMATRONIK",2008,319 000 Kč,203 551 km,"Nafta, 75 kW",Manuální,kombi,Středočeský
5776,"Opel Corsa, 1.0 12V Hezký stav",2001,24 900 Kč,209 315 km,"Benzín, 43 kW",,hatchback,Plzeňský
5777,"Honda CR-V, 2.2 CTDi",2006,139 000 Kč,211 133 km,"Nafta, 103 kW",,kombi,Pardubický
5778,"Honda Civic, 1.4",2003,59 000 Kč,120 210 km,"Benzín, 66 kW",,hatchback,Pardubický
5779,"Škoda Fabia, 1.2 TSI",2012,125 000 Kč,135 000 km,"Benzín, 63 kW",,kombi,Pardubický
5780,"Ford Capri, 1,3 L",1973,350 000 Kč,26 000 km,"Benzín, 45 kW",,kupé,Pardubický
5781,"Peugeot 307, 1,6 HDi 80KW BK",2000,19 000 Kč,245 000 km,"Nafta, 80 kW",Manuální,kombi,Jihomoravský
5782,"Peugeot 308, 1.2 Pure Tech",2016,289 000 Kč,74 000 km,"Benzín, 96 kW",Manuální,kombi,Liberecký
5783,"Audi A8, 4.2 quattro,PO SERVISE,2xALU,P",2005,295 000 Kč,239 937 km,"Benzín, 246 kW",Automatická,sedan,Středočeský
5784,"Škoda Fabia, 1.4 MPI - vyhř.sedadla",2001,55 000 Kč,160 735 km,"Benzín, 50 kW",Manuální,hatchback,Královéhradecký
5785,"Volkswagen Golf, 2.0 TDI Sportline",2004,105 000 Kč,279 231 km,"Nafta, 103 kW",Manuální,hatchback,Královéhradecký
5786,"Citroen Xsara Picasso, 1.8i 16V",2000,28 000 Kč,215 870 km,"Benzín, 85 kW",Manuální,kombi,Královéhradecký
5787,"Dacia Sandero, 1,4i  Klimatizace",2010,79 900 Kč,147 952 km,"Benzín, 55 kW",Manuální,hatchback,Karlovarský
5788,"Škoda Fabia, III 1,2 TSI 66kW EDITION",2015,254 900 Kč,116 458 km,"Benzín, 66 kW",Manuální,kombi,Karlovarský
5789,"Chrysler PT Cruiser, 2,2 CRDi SPOJKA K.O.",2004,14 900 Kč,222 656 km,"Nafta, 89 kW",Manuální,hatchback,Karlovarský
5790,"Renault Megane, Com. 1.6 16V",2006,69 900 Kč,171 787 km,"Benzín, 82 kW",Manuální,kombi,Ústecký
5791,"Peugeot 207, Com 1,4",2007,79 900 Kč,136 865 km,"Benzín, 70 kW",Manuální,kombi,Ústecký
5792,"Peugeot 107, 1,0 serviska",2006,55 000 Kč,119 699 km,"Benzín, 50 kW",Manuální,hatchback,Ústecký
5793,"Smart ForTwo, 0,6 serviska",1999,54 900 Kč,83 227 km,"Benzín, 40 kW",Automatická,hatchback,Ústecký
5794,"Hyundai i30, 1,4 16V KLIMA serviska",2010,95 000 Kč,137 283 km,"Benzín, 80 kW",Manuální,hatchback,Ústecký
5795,"Seat Leon, 1,8TSi DSG 118kW serviska",2010,109 900 Kč,171 210 km,"Benzín, 118 kW",Automatická,hatchback,Ústecký
5796,"Škoda Superb, Com.III. 2,0 TDI 4x4 DSG L&amp",2020,989 000 Kč,14 890 km,"Nafta, 140 kW",Automatická,kombi,Středočeský
5797,"Renault Kangoo, 1.5 DCi",,179 000 Kč,163 690 km,"Nafta, 79 kW",Manuální,pick up,Jihomoravský
5798,"Alfa Romeo Giulietta, 1.4 Turbo VELOCE 88 kW",2014,219 000 Kč,118 141 km,"Benzín, 88 kW",Manuální,hatchback,Pardubický
